"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4"
9,700;-0,035;0,000;-0,582;-8,3333E-4;0,000;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,300E-4;9,700;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,736E-4;;;;;;;;;;;;;;;
9,750;-0,035;0,000;-0,194;-8,3333E-4;0,000;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,851E-4;9,750;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,309E-4;;;;;;;;;;;;;;;
9,800;-0,035;0,000;0,000;-8,3333E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,870E-4;9,800;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,233E-4;;;;;;;;;;;;;;;
9,850;-0,035;0,000;0,000;-8,3333E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,094E-4;9,850;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,865E-4;;;;;;;;;;;;;;;
9,900;-0,035;0,000;0,000;-8,3333E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,604E-4;9,900;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,049E-4;;;;;;;;;;;;;;;
9,950;-0,035;0,000;0,000;-8,3333E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,171E-4;9,950;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,967E-4;;;;;;;;;;;;;;;
10,000;-0,035;0,000;;-8,3333E-4;0,000;;0,000;0,000;;0,0000;0,000;;0,002;-9,054E-4;10,000;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,652E-4;;;;;;;;;;;;;;;
10,050;-0,035;0,000;;-8,3333E-4;0,000;;0,000;0,000;;0,0000;0,000;;0,002;-8,094E-4;10,050;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,636E-4;;;;;;;;;;;;;;;
10,100;-0,035;;;-8,3333E-4;;;0,000;;;0,0000;;;0,002;-7,178E-4;10,100;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,003E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,150;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,915E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,200;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,844E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,250;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,754E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,300;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,051E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,350;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,799E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,400;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,044E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,450;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,482E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,500;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,825E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,550;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,785E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,600;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,692E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,650;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,994E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,700;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,421E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,750;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,316E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,800;0,017;0,000;;4,1667E-4;0,000;;0,000;0,000;;0,0000;0,000;;0,002;-7,895E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,850;0,017;0,000;;4,1667E-4;0,000;;0,000;0,000;;0,0000;0,000;;0,002;-8,827E-4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;10,900;0,017;;;4,1667E-4;;;0,000;;;0,0000;;;0,002;-7,897E-4;;;;;;;;;;;;;;;
